Order No,Order Date,Order Year,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
6215-1,26-02-2016,2016,Linda Southworth,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Low,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,04-03-2016,$2.98,$5.84,$2.86,19,$110.96,1%,$1.11,$109.85,$0.83,$110.68
6217-1,29-02-2016,2016,Bill Donatelli,"8 Orange Street, Perth",Perth,WA,Small Business,Phoebe Gour,Medium,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,29-02-2016,$54.29,$90.48,$36.19,16,"$1,447.68",0%,$0.00,"$1,447.68",$19.99,"$1,467.67"
6219-1,05-03-2016,2016,Steven Cartwright,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Low,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,09-03-2016,$0.93,$1.60,$0.67,43,$68.80,1%,$0.69,$68.11,$1.29,$69.40
6220-1,06-03-2016,2016,Erica Smith,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,600 Series Flip,Technology,Small Box,Regular Air,11-03-2016,$41.28,$95.99,$54.71,40,"$3,839.60",5%,$191.98,"$3,647.62",$8.99,"$3,656.61"
6221-1,06-03-2016,2016,Robert Marley,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Corporate,Preston Senome,Not Specified,Artisan Hole Reinforcements,Office Supplies,Small Box,Express Air,07-03-2016,$3.99,$6.23,$2.24,33,$205.59,8%,$16.45,$189.14,$6.97,$196.11
6222-1,07-03-2016,2016,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Pack,Regular Air,08-03-2016,$16.80,$40.97,$24.17,14,$573.58,0%,$0.00,$573.58,$8.99,$582.57
6223-1,09-03-2016,2016,Shirley Schmidt,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Medium,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,10-03-2016,$6.39,$19.98,$13.59,39,$779.22,5%,$38.96,$740.26,$4.00,$744.26
6224-1,11-03-2016,2016,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Medium,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,13-03-2016,$14.95,$34.76,$19.81,27,$938.52,10%,$93.85,$844.67,$8.22,$852.89
6225-1,12-03-2016,2016,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,Medium,Smiths Pushpins,Office Supplies,Wrap Bag,Regular Air,12-03-2016,$0.94,$1.88,$0.94,36,$67.68,4%,$2.71,$64.97,$0.79,$65.76
6226-1,12-03-2016,2016,Andrew Allen,"15 Aberdeen Street, Perth",Sydney,NSW,Corporate,Phoebe Gour,Low,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,17-03-2016,$0.93,$1.60,$0.67,40,$64.00,1%,$0.64,$63.36,$1.29,$64.65
6227-1,14-03-2016,2016,Sandra Flanagan,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Low,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,18-03-2016,$12.39,$19.98,$7.59,47,$939.06,0%,$0.00,$939.06,$5.77,$944.83
6228-1,17-03-2016,2016,Natalie Webber,"98-104 Parramatta Rd,Camperdown",Sydney,NSW,Consumer,Phoebe Gour,Critical,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,19-03-2016,$21.56,$36.55,$14.99,2,$73.10,3%,$2.19,$70.91,$13.89,$84.80
6228-1,17-03-2016,2016,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,20-03-2016,$0.24,$1.26,$1.02,47,$59.22,7%,$4.15,$55.07,$0.70,$55.77
6230-1,17-03-2016,2016,Carol Darley,"Crown Complex,Southbank",Melbourne,VIC,Small Business,Yvette Biti,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,Express Air,18-03-2016,$1.87,$8.12,$6.25,37,$300.44,1%,$3.00,$297.44,$2.83,$300.27
6231-1,18-03-2016,2016,Robert Marley,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Corporate,Preston Senome,Low,Artisan File Folder Labels,Office Supplies,Small Box,Regular Air,23-03-2016,$1.84,$2.88,$1.04,18,$51.84,2%,$1.04,$50.80,$5.33,$56.13
6232-1,18-03-2016,2016,MaryBeth Skach,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,High,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,18-03-2016,$3.75,$7.08,$3.33,16,$113.28,2%,$2.27,$111.01,$2.35,$113.36
6234-1,20-03-2016,2016,Michael Kennedy,"3 Orwell St,Potts Point",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,22-03-2016,$2.90,$4.76,$1.86,23,$109.48,5%,$5.47,$104.01,$0.88,$104.89
6235-1,21-03-2016,2016,Deanra Eno,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,22-03-2016,$8.82,$20.99,$12.17,2,$41.98,7%,$2.94,$39.04,$4.81,$43.85
6237-1,25-03-2016,2016,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,25-03-2016,$2.31,$3.78,$1.47,28,$105.84,0%,$0.00,$105.84,$0.71,$106.55
6238-1,26-03-2016,2016,Nick Crebassa,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,28-03-2016,$2.50,$5.68,$3.18,45,$255.60,1%,$2.56,$253.04,$3.60,$256.64
6240-1,26-03-2016,2016,Cyma Kinney,10 Lake Street,Perth,WA,Small Business,Phoebe Gour,Critical,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,28-03-2016,$1.59,$2.61,$1.02,8,$20.88,2%,$0.42,$20.46,$0.50,$20.96
6242-1,27-03-2016,2016,Craig Leslie,"10 Bligh St,Melbourne",Melbourne,VIC,Consumer,Connor Betts,High,Cando PC940 Copier,Technology,Large Box,Regular Air,28-03-2016,$216.00,$449.99,$233.99,49,"$22,049.51",6%,"$1,322.97","$20,726.54",$24.49,"$20,751.03"
6243-1,27-03-2016,2016,Deirdre Greer,"33/4 Barangaroo Avenue,Sydney",Sydney,NSW,Home Office,Natasha Song,Low,Cando S750 Color Inkjet Printer,Technology,Jumbo Drum,Delivery Truck,03-04-2016,$75.00,$120.97,$45.97,42,"$5,080.74",0%,$0.00,"$5,080.74",$26.30,"$5,107.04"
6244-1,29-03-2016,2016,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,Critical,Apex Straight Scissors,Office Supplies,Small Pack,Regular Air,30-03-2016,$5.19,$12.98,$7.79,45,$584.10,5%,$29.21,$554.90,$3.14,$558.04
6246-1,29-03-2016,2016,Alan Dominguez,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Low,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,31-03-2016,$1.94,$3.08,$1.14,42,$129.36,9%,$11.64,$117.72,$0.99,$118.71
6248-1,30-03-2016,2016,Ruben Dartt,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Office Shears by Apex,Office Supplies,Small Pack,Regular Air,31-03-2016,$0.94,$2.08,$1.14,2,$4.16,1%,$0.04,$4.12,$2.56,$6.68
6250-1,02-04-2016,2016,Hunter Glantz,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,10-04-2016,$13.88,$22.38,$8.50,16,$358.08,9%,$32.23,$325.85,$15.10,$340.95
6252-1,03-04-2016,2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Bagged Rubber Bands,Office Supplies,Wrap Bag,Express Air,03-04-2016,$0.24,$1.26,$1.02,40,$50.40,4%,$2.02,$48.38,$0.70,$49.08
6254-1,05-04-2016,2016,Adrian Shami,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Low,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Small Pack,Regular Air,11-04-2016,$4.10,$9.31,$5.21,35,$325.85,5%,$16.29,$309.56,$3.98,$313.54
6256-1,06-04-2016,2016,Emily Grady,14 Money Street,Perth,WA,Home Office,Phoebe Gour,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,08-04-2016,$1.53,$2.78,$1.25,10,$27.80,1%,$0.28,$27.52,$1.34,$28.86
6257-1,10-04-2016,2016,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Critical,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,12-04-2016,$6.39,$19.98,$13.59,35,$699.30,10%,$69.93,$629.37,$4.00,$633.37
6258-1,11-04-2016,2016,Barry Weirich,"1/20 Pendal Lane, Perth",Sydney,NSW,Corporate,Charlie Bui,Not Specified,Artisan Hole Reinforcements,Office Supplies,Small Box,Regular Air,13-04-2016,$3.99,$6.23,$2.24,21,$130.83,5%,$6.54,$124.29,$6.97,$131.26
6260-1,11-04-2016,2016,Berenike Kampe,"6 Brookman Street, Perth",Melbourne,VIC,Corporate,Connor Betts,Critical,Colored Push Pins,Office Supplies,Wrap Bag,Regular Air,11-04-2016,$0.92,$1.81,$0.89,22,$39.82,9%,$3.58,$36.24,$1.56,$37.80
6261-1,11-04-2016,2016,Corey Lock,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,High,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,Express Air,12-04-2016,$2.39,$4.26,$1.87,34,$144.84,3%,$4.35,$140.49,$1.20,$141.69
6263-1,13-04-2016,2016,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,Cando PC940 Copier,Technology,Jumbo Drum,Delivery Truck,15-04-2016,$278.99,$449.99,$171.00,43,"$19,349.57",6%,"$1,160.97","$18,188.60",$49.00,"$18,237.60"
6264-1,17-04-2016,2016,Darrin Sayre,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Low,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Regular Air,19-04-2016,$1.05,$1.95,$0.90,23,$44.85,9%,$4.04,$40.81,$1.63,$42.44
6266-1,18-04-2016,2016,Don Weiss,"79 Elliott St,Balmain",Sydney,NSW,Corporate,Aanya Zhang,Medium,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,Regular Air,19-04-2016,$56.16,$136.98,$80.82,14,"$1,917.72",0%,$0.00,"$1,917.72",$24.49,"$1,942.21"
6266-2,18-04-2016,2016,Don Weiss,"79 Elliott St,Balmain",Sydney,NSW,Corporate,Aanya Zhang,Medium,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,20-04-2016,$0.93,$1.48,$0.55,3,$4.44,10%,$0.44,$4.00,$0.70,$4.70
6269-1,23-04-2016,2016,Cindy Chapman,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Not Specified,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,24-04-2016,$0.24,$1.26,$1.02,11,$13.86,0%,$0.00,$13.86,$0.70,$14.56
6270-1,23-04-2016,2016,Heather Kirkland,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,25-04-2016,$21.56,$36.55,$14.99,17,$621.35,9%,$55.92,$565.43,$13.89,$579.32
6272-1,23-04-2016,2016,Thomas Thornton,"222 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Smiths Gold Paper Clips,Office Supplies,Wrap Bag,Regular Air,24-04-2016,$1.82,$2.98,$1.16,32,$95.36,1%,$0.95,$94.41,$1.58,$95.99
6273-1,24-04-2016,2016,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,High,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Regular Air,26-04-2016,$2.18,$3.52,$1.34,32,$112.64,7%,$7.88,$104.76,$6.83,$111.59
6274-1,25-04-2016,2016,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,NSW,Home Office,Leighton Forrest,Not Specified,TechSavi Access Keyboard,Technology,Small Box,Regular Air,26-04-2016,$8.31,$15.98,$7.67,18,$287.64,10%,$28.76,$258.88,$6.50,$265.38
6275-1,25-04-2016,2016,Stuart Van,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Medium,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,27-04-2016,$3.48,$5.43,$1.95,37,$200.91,9%,$18.08,$182.83,$0.95,$183.78
6276-1,27-04-2016,2016,Valerie Takahito,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Yvette Biti,High,Colored Envelopes,Office Supplies,Small Box,Regular Air,28-04-2016,$2.25,$3.69,$1.44,46,$169.74,4%,$6.79,$162.95,$2.50,$165.45
6278-1,01-05-2016,2016,Sally Knutson,32/82 King Street,Perth,WA,Consumer,Mihael Khan,Not Specified,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,03-05-2016,$1.84,$2.88,$1.04,45,$129.60,2%,$2.59,$127.01,$1.49,$128.50
6278-2,01-05-2016,2016,Sally Knutson,32/82 King Street,Perth,WA,Consumer,Mihael Khan,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,02-05-2016,$4.46,$10.89,$6.43,39,$424.71,6%,$25.48,$399.23,$4.50,$403.73
6280-1,02-05-2016,2016,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,Aluminum Document Frame,Furniture,Small Pack,Regular Air,04-05-2016,$5.50,$12.22,$6.72,46,$562.12,6%,$33.73,$528.39,$2.85,$531.24
6280-2,02-05-2016,2016,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,03-05-2016,$2.26,$3.58,$1.32,8,$28.64,9%,$2.58,$26.06,$5.47,$31.53
6281-1,02-05-2016,2016,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,03-05-2016,$2.50,$5.68,$3.18,25,$142.00,10%,$14.20,$127.80,$3.60,$131.40
6285-1,05-05-2016,2016,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Medium,Artisan Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Small Box,Regular Air,07-05-2016,$3.52,$5.58,$2.06,13,$72.54,6%,$4.35,$68.19,$2.99,$71.18
6287-1,08-05-2016,2016,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Low,Fluorescent Highlighters by DrawIt,Office Supplies,Wrap Bag,Regular Air,12-05-2016,$1.95,$3.98,$2.03,27,$107.46,6%,$6.45,$101.01,$0.83,$101.84
6288-1,08-05-2016,2016,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Corporate,Samantha Chairs,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,08-05-2016,$0.71,$1.14,$0.43,20,$22.80,9%,$2.05,$20.75,$0.70,$21.45
6290-1,09-05-2016,2016,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,High,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,Regular Air,11-05-2016,$84.22,$210.55,$126.33,4,$842.20,5%,$42.11,$800.09,$9.99,$810.08
6291-1,10-05-2016,2016,Roy Collins,6 Brookman Street,Perth,WA,Corporate,Natasha Song,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,12-05-2016,$3.52,$5.68,$2.16,34,$193.12,6%,$11.59,$181.53,$1.39,$182.92
6293-1,12-05-2016,2016,John Lee,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Regular Air,14-05-2016,$2.18,$3.52,$1.34,42,$147.84,4%,$5.91,$141.93,$6.83,$148.76
6294-1,14-05-2016,2016,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,Preston Senome,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,16-05-2016,$2.29,$3.69,$1.40,47,$173.43,5%,$8.67,$164.76,$0.50,$165.26
6295-1,14-05-2016,2016,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Economy Binders,Office Supplies,Small Box,Regular Air,16-05-2016,$1.33,$2.08,$0.75,43,$89.44,5%,$4.47,$84.97,$1.49,$86.46
6295-1,17-05-2016,2016,Muhammed MacIntyre,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,High,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,18-05-2016,$3.88,$6.47,$2.59,7,$45.29,2%,$0.91,$44.38,$1.22,$45.60
6296-1,18-05-2016,2016,Frank Price,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,20-05-2016,$14.95,$34.76,$19.81,8,$278.08,0%,$0.00,$278.08,$8.22,$286.30
6298-1,19-05-2016,2016,Rose OBrian,"157 Norton St,Leichhardt",Sydney,NSW,Home Office,Stevie Bacata,Medium,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,20-05-2016,$1.76,$2.94,$1.18,31,$91.14,4%,$3.65,$87.49,$0.81,$88.30
6300-1,21-05-2016,2016,Dana Kaydos,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Aluminum Document Frame,Furniture,Small Pack,Regular Air,22-05-2016,$5.50,$12.22,$6.72,10,$122.20,1%,$1.22,$120.98,$2.85,$123.83
6301-1,21-05-2016,2016,Eric Barreto,14 Money Street,Perth,WA,Small Business,Phoebe Gour,Critical,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Regular Air,21-05-2016,$52.07,$83.98,$31.91,46,"$3,863.08",6%,$231.78,"$3,631.30",$5.01,"$3,636.31"
6302-1,21-05-2016,2016,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,22-05-2016,$14.95,$34.76,$19.81,47,"$1,633.72",9%,$147.03,"$1,486.69",$8.22,"$1,494.91"
6303-1,22-05-2016,2016,Thais Sissman,8 Orange Street,Perth,WA,Corporate,Tina Carlton,Medium,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,24-05-2016,$4.46,$10.89,$6.43,1,$10.89,0%,$0.00,$10.89,$4.50,$15.39
6304-1,22-05-2016,2016,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,23-05-2016,$1.18,$1.88,$0.70,22,$41.36,9%,$3.72,$37.64,$1.49,$39.13
6306-1,23-05-2016,2016,Daniel Lacy,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,High,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,Express Air,24-05-2016,$2.39,$4.26,$1.87,5,$21.30,1%,$0.21,$21.09,$1.20,$22.29
6307-1,26-05-2016,2016,Jim Karlsson,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,Airmail Envelopes,Office Supplies,Small Box,Regular Air,27-05-2016,$52.04,$83.93,$31.89,5,$419.65,4%,$16.79,$402.86,$19.99,$422.85
6309-1,27-05-2016,2016,Lela Donovan,"255 Devonshire St,Surry Hills",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,27-05-2016,$5.33,$8.60,$3.27,1,$8.60,6%,$0.52,$8.08,$6.19,$14.27
6311-1,29-05-2016,2016,Peter Buhler,"2-4 College Street, Darlinghurst",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,30-05-2016,$14.95,$34.76,$19.81,32,"$1,112.32",2%,$22.25,"$1,090.07",$8.22,"$1,098.29"
6313-1,30-05-2016,2016,Emily Grady,14 Money Street,Perth,WA,Home Office,Phoebe Gour,Medium,TechSavi Internet Navigator Keyboard,Technology,Small Box,Regular Air,30-05-2016,$6.20,$30.98,$24.78,24,$743.52,8%,$59.48,$684.04,$4.00,$688.04
6315-1,31-05-2016,2016,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Low,Office Shears by Apex,Office Supplies,Small Pack,Regular Air,02-06-2016,$0.94,$2.08,$1.14,49,$101.92,8%,$8.15,$93.77,$2.56,$96.33
6316-1,31-05-2016,2016,Bill Donatelli,"101 Murray Street, Perth",Perth,WA,Small Business,Phoebe Gour,High,TechSavi Cordless Access Keyboard,Technology,Small Box,Regular Air,03-06-2016,$14.70,$29.99,$15.29,1,$29.99,4%,$1.20,$28.79,$5.50,$34.29
6317-1,02-06-2016,2016,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,Critical,Smiths Bulk Pack Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,04-06-2016,$3.95,$6.08,$2.13,50,$304.00,9%,$27.36,$276.64,$1.82,$278.46
6319-1,03-06-2016,2016,Brad Eason,"8/2 Edward Street, Perth",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,04-06-2016,$1.94,$3.08,$1.14,11,$33.88,3%,$1.02,$32.86,$0.99,$33.85
6320-1,03-06-2016,2016,Jeremy Farry,"181 Enmore Rd,Enmore",Sydney,NSW,Small Business,Radhya Staples,Not Specified,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,05-06-2016,$0.71,$1.14,$0.43,3,$3.42,10%,$0.34,$3.08,$0.70,$3.78
6321-1,11-06-2016,2016,Chuck Clark,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,12-06-2016,$1.31,$2.84,$1.53,9,$25.56,8%,$2.04,$23.52,$0.93,$24.45
6322-1,13-06-2016,2016,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Critical,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,15-06-2016,$32.02,$152.48,$120.46,12,"$1,829.76",10%,$182.98,"$1,646.78",$4.00,"$1,650.78"
6324-1,14-06-2016,2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,14-06-2016,$8.82,$20.99,$12.17,2,$41.98,1%,$0.42,$41.56,$4.81,$46.37
6325-1,14-06-2016,2016,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,16-06-2016,$32.02,$152.48,$120.46,37,"$5,641.76",10%,$564.18,"$5,077.58",$4.00,"$5,081.58"
6325-2,14-06-2016,2016,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Laser DVD-RAM discs,Technology,Small Pack,Regular Air,16-06-2016,$20.18,$35.41,$15.23,30,"$1,062.30",8%,$84.98,$977.32,$1.99,$979.31
6327-1,14-06-2016,2016,Christina Anderson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Critical,Multimedia Mailers,Office Supplies,Small Box,Express Air,15-06-2016,$99.39,$162.93,$63.54,36,"$5,865.48",5%,$293.27,"$5,572.21",$19.99,"$5,592.20"
6328-1,14-06-2016,2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,19-06-2016,$0.71,$1.14,$0.43,31,$35.34,7%,$2.47,$32.87,$0.70,$33.57
6329-1,15-06-2016,2016,Arthur Prichep,"14/76 Newcastle Street, Perth",Sydney,NSW,Home Office,Phoebe Gour,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,17-06-2016,$13.88,$22.38,$8.50,11,$246.18,1%,$2.46,$243.72,$15.10,$258.82
6330-1,15-06-2016,2016,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Express Air,17-06-2016,$0.90,$2.10,$1.20,31,$65.10,8%,$5.21,$59.89,$0.70,$60.59
6332-1,18-06-2016,2016,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Low,UGen RF Keyboard,Technology,Small Box,Regular Air,20-06-2016,$81.59,$159.99,$78.40,31,"$4,959.69",1%,$49.60,"$4,910.09",$5.50,"$4,915.59"
6333-1,19-06-2016,2016,John Huston,"154 Castlereagh St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,20-06-2016,$2.50,$5.68,$3.18,27,$153.36,3%,$4.60,$148.76,$3.60,$152.36
6335-1,20-06-2016,2016,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,21-06-2016,$21.56,$36.55,$14.99,34,"$1,242.70",10%,$124.27,"$1,118.43",$13.89,"$1,132.32"
6336-1,20-06-2016,2016,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Express Air,20-06-2016,$1.53,$2.78,$1.25,47,$130.66,10%,$13.07,$117.59,$1.34,$118.93
